site_id,rch_id,stream,samp_date,yr,project,type,panel_yr,huc6,site_name,group,order,region,forest,district,state,lat,long,mgmt,strm_flow,total_index,index_suspect,tds,bf,rch_len,grad,sin,pool_dp,pool_frq,pool_pct,wd_trans,wd_wet_trans,d50,pt_fines2,pt_fines6,stab,veg_stab,bank_angle,un_cut_pct,lw_frq,lw_vol,rich,cling,long_lvd,ct_qd,ephet,plect,trict,intol,rivpacs,temp_days,wmt_days,start_date,end_date,avg_temp,mdmt,mwmt,wmt9,wmt12,wmt15,wmt18,wmt22,aug_et_2000_2015_cpg_all,awc_int_100_cpg_all,baseflow_index_cpg_all,clay_100_cpg_all,dwta_cpg_all,fac_taudem_17all_int,impermeable_100_cpg_all,jul_et_2000_2015_cpg_all,nlcd_2011_forest_100_cpg_all,nlcd_2011_wetlands_100_cpg_all,permeable_100_cpg_all,sand_100_cpg_all,sep_et_2000_2015_cpg_all,silt_100_cpg_all,slope_percent_int_cpg_all,streamslope_percent_int_cpg_all,swe_avg_0301_cpg_all,swe_avg_0401_cpg_all,swe_avg_0501_cpg_all,swe_avg_0601_cpg_all,swe_avg_0701_cpg_all,swe_avg_0801_cpg_all,twi_100_int_cpg_all,us_precip_1981_2010_cpg_all,us_tmax_1981_2010_int_cpg_all,spatial_cluster,utm1,utm2,drain_density,ave_ann_cwd,ave_annual_precip,ave_basin_elev,MAP_UNIT_N
73,87,Quartz,2002-06-07T00:00:00Z,2002,CRB,I,2,170102150704,014-06-I,014,06,R1,Panhandle,Priest Lake,ID,48.339383,-116.92597,Managed,NA,5.49765886572154,NA,50,1.57,82,NA,1.19,0.2280000001192093,182.9268292682927,48.17073185269425,4.01,7.07,0.004,NA,100,100,88.1,96,28.95,195.12,26.003,27,12,8,75,6,9,5,8,0.798,48,42,2002-07-15T00:00:00Z,2002-08-31T00:00:00Z,10.121197899182638,12.15999984741211,11.658571652003697,42,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,3619,Quartz,2007-06-17T00:00:00Z,2007,CRB,I,2,170102150704,014-06-I,014,06,R1,Panhandle,Priest Lake,ID,48.339383,-116.92597,Managed,Flow (whole reach),0,NA,50,2.05,162.6,0.584,1.233,0.227272724902088,135.30135301353013,58.118080667610684,5.36,12.11,0.002,98.66,99.82,100,73.81,95,35.71,116.85,10.298,20,5,3,72,4,5,4,3,0.332,48,42,2007-07-15T00:00:00Z,2007-08-31T00:00:00Z,11.00078125215239,13.399999618530273,12.857142720903669,42,13,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,6518,Quartz,2012-06-25T00:00:00Z,2012,CRB,I,2,170102150704,014-06-I,014,06,R1,Panhandle,Priest Lake,ID,48.339383,-116.92597,Managed,Flow (whole reach),NA,NA,40,6.98,149.5,0.455,1,0.9699999809265136,33.4448160535117,100,20.12,20.76,0.002,NA,NA,100,100,124,27.78,86.96,7.256,7,0,1,75,2,0,0,0,0.132981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,9574,Quartz,2017-06-18T00:00:00Z,2017,CRB,I,2,170102150704,014-06-I,014,06,R1,Panhandle,Priest Lake,ID,48.339383,-116.92597,Managed,Flow (whole reach),10.0646685831726,NA,50,2.24,149.3,0.409,1.254,0.4293750077486038,107.16677829872738,71.8017421308493,4.26,4.45,0.002,99.95,100,94.44,66.67,99,30.56,154.05,11.918,28,10,9,77,4,3,2,5,0.482212,48,42,2017-07-15T00:00:00Z,2017-08-31T00:00:00Z,14.461979168984625,20.200000762939453,19.385714394705637,42,42,42,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,90,Hughes,2001-08-15T00:00:00Z,2001,CRB,IS,5,170102150103,015-06-IS,015,06,R1,Panhandle,Priest Lake,ID,48.865993,-117.005263,Reference,NA,NA,NA,90,9.1,202.8,0.266,1.152,1.1199999898672104,19.723865877712033,86.09467568482168,26.3,100.27,0.024,NA,NA,90.48,90.48,87,47.37,300.79,93.744,27,20,3,57,13,8,5,15,1.028,48,42,2001-07-15T00:00:00Z,2001-08-31T00:00:00Z,8.55205723643303,12.930000305175781,12.821428843906947,42,9,0,0,0,118,10,70,637,132,44451,34,131,98,0,66,6060,44,3288,40,28,408,479,449,154,18,0,666,120145,942,2,-1546802.0923935515,3045143.9415031127,1.54,153.89,1217.84,1339.37,Okanogan Highland
75,91,Hughes,2002-07-16T00:00:00Z,2002,CRB,IS,5,170102150103,015-06-IS,015,06,R1,Panhandle,Priest Lake,ID,48.865993,-117.005263,Reference,NA,79.9515731594089,NA,70,10.65,246.5,0.252,1.182,1.0350000063578289,24.34077079107505,82.83975651491487,20.45,36.49,0.015,NA,27.67,93.75,60.42,75,65.96,259.63,108.246,22,15,2,55,12,7,4,14,0.808,48,42,2002-07-15T00:00:00Z,2002-08-31T00:00:00Z,8.803315920548307,13.319999694824219,13.04285717010498,42,9,0,0,0,118,10,70,637,132,44451,34,131,98,0,66,6060,44,3288,40,28,408,479,449,154,18,0,666,120145,942,2,-1546802.0923935515,3045143.9415031127,1.54,153.89,1217.84,1339.37,Okanogan Highland
75,92,Hughes,2004-07-01T00:00:00Z,2004,CRB,IS,5,170102150103,015-06-IS,015,06,R1,Panhandle,Priest Lake,ID,48.865993,-117.005263,Reference,NA,80.5923057986653,NA,100,8.5,212,0.193,1.183,1.1420000195503235,23.58490566037736,80.09434016245716,NA,NA,0.013,7.17,18.17,92.86,66.67,83,59.46,226.42,60.536,17,14,2,51,10,7,4,13,0.881,48,42,2004-07-15T00:00:00Z,2004-08-31T00:00:00Z,9.388802083002197,13.600000381469727,12.857142720903669,42,19,0,0,0,118,10,70,637,132,44451,34,131,98,0,66,6060,44,3288,40,28,408,479,449,154,18,0,666,120145,942,2,-1546802.0923935515,3045143.9415031127,1.54,153.89,1217.84,1339.37,Okanogan Highland
75,93,Hughes,2003-06-22T00:00:00Z,2003,CRB,IS,5,170102150103,015-06-IS,015,06,R1,Panhandle,Priest Lake,ID,48.865993,-117.005263,Reference,NA,NA,NA,100,9.47,217,0.189,1.22,0.9939999938011169,23.041474654377883,78.80184419693485,29.78,50.1,0.014,10.52,19.2,85.71,45.24,87,47.37,NA,NA,27,18,2,56,11,7,8,15,0.881,48,42,2003-07-15T00:00:00Z,2003-08-31T00:00:00Z,9.900347245236238,14.600000381469727,14.142857006617955,48,41,0,0,0,118,10,70,637,132,44451,34,131,98,0,66,6060,44,3288,40,28,408,479,449,154,18,0,666,120145,942,2,-1546802.0923935515,3045143.9415031127,1.54,153.89,1217.84,1339.37,Okanogan Highland
75,1781,Hughes,2005-07-13T00:00:00Z,2005,CRB,IS,5,170102150103,015-06-IS,015,06,R1,Panhandle,Priest Lake,ID,48.865993,-117.005263,Reference,NA,76.55924,NA,50,8.83,212,0.217,1.156,1.0459999799728394,23.58490566037736,80.33019056860006,27.07,80.5,0.01,11.73,19.87,83.33,78.57,82,65,212.26,55.441,15,12,3,69,4,3,5,7,0.661,48,42,2005-07-15T00:00:00Z,2005-08-31T00:00:00Z,9.15451390379005,13.399999618530273,12.942857197352819,42,23,0,0,0,118,10,70,637,132,44451,34,131,98,0,66,6060,44,3288,40,28,408,479,449,154,18,0,666,120145,942,2,-1546802.0923935515,3045143.9415031127,1.54,153.89,1217.84,1339.37,Okanogan Highland
75,2132,Hughes,2006-06-29T00:00:00Z,2006,CRB,IS,5,170102150103,015-06-IS,015,06,R1,Panhandle,Priest Lake,ID,48.865993,-117.005263,Reference,Flow (whole reach),79.00316,NA,100,9.86,207.1,0.174,1.163,1.2099999338388443,19.31434089811685,75.37421461811739,15.88,53.48,0.018,19.67,19.83,95.24,85.71,90,45.24,164.17,90.685,23,20,5,52,10,5,8,14,0.808,48,42,2006-07-15T00:00:00Z,2006-08-31T00:00:00Z,9.58723959285352,14.5,13.900000163487025,42,34,0,0,0,118,10,70,637,132,44451,34,131,98,0,66,6060,44,3288,40,28,408,479,449,154,18,0,666,120145,942,2,-1546802.0923935515,3045143.9415031127,1.54,153.89,1217.84,1339.37,Okanogan Highland
75,4014,Hughes,2007-08-24T00:00:00Z,2007,CRB,IS,5,170102150103,015-06-IS,015,06,R1,Panhandle,Priest Lake,ID,48.865993,-117.005263,Reference,Flow (whole reach),78.31075,NA,120,8.88,214.3,0.201,1.234,1.0349999368190765,18.665422305179654,81.70788542889457,27.02,69.62,0.0135,7.5,23.83,92.86,73.81,79,54.05,195.99,84.126,15,10,2,64,2,5,6,9,0.514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,10,70,637,132,44451,34,131,98,0,66,6060,44,3288,40,28,408,479,449,154,18,0,666,120145,942,2,-1546802.0923935515,3045143.9415031127,1.54,153.89,1217.84,1339.37,Okanogan Highland
75,4084,Hughes,2008-06-25T00:00:00Z,2008,CRB,IS,5,170102150103,015-06-IS,015,06,R1,Panhandle,Priest Lake,ID,48.865993,-117.005263,Reference,Flow (whole reach),77.1393,NA,90,9.84,214.5,0.238,1.202,1.0475000143051147,18.64801864801865,84.33566504702979,22.83,52.58,0.018,11.83,41,92.86,30.95,89,56.1,237.76,132.635,20,16,2,51,9,6,6,13,0.661,48,42,2008-07-15T00:00:00Z,2008-08-31T00:00:00Z,8.644618090656069,12.300000190734863,11.585714340209961,42,0,0,0,0,118,10,70,637,132,44451,34,131,98,0,66,6060,44,3288,40,28,408,479,449,154,18,0,666,120145,942,2,-1546802.0923935515,3045143.9415031127,1.54,153.89,1217.84,1339.37,Okanogan Highland
75,4795,Hughes,2009-06-27T00:00:00Z,2009,CRB,IS,5,170102150103,015-06-IS,015,06,R1,Panhandle,Priest Lake,ID,48.865993,-117.005263,Reference,Flow (whole reach),74.92696,NA,100,9.23,212.8,0.15,1.285,1.0825000405311584,18.796992481203006,84.72744235418791,11.86,15.03,0.008,8.83,25.67,97.62,71.43,86,59.52,239.66,52.94,18,12,2,60,10,4,3,11,0.661,48,42,2009-07-15T00:00:00Z,2009-08-31T00:00:00Z,9.1500000047187,13.5,13.128571374075753,42,25,0,0,0,118,10,70,637,132,44451,34,131,98,0,66,6060,44,3288,40,28,408,479,449,154,18,0,666,120145,942,2,-1546802.0923935515,3045143.9415031127,1.54,153.89,1217.84,1339.37,Okanogan Highland
75,5337,Hughes,2010-06-23T00:00:00Z,2010,CRB,IS,5,170102150103,015-06-IS,015,06,R1,Panhandle,Priest Lake,ID,48.865993,-117.005263,Reference,Flow (whole reach),61.50547,NA,80,9.65,213.5,0.197,1.268,1.149999976158142,18.73536299765808,74.4730688090626,12.7,16.08,0.0055,22.83,41.17,92.86,73.81,89,59.52,234.19,50.999,23,9,3,54,5,1,5,6,0.660748,48,42,2010-07-15T00:00:00Z,2010-08-31T00:00:00Z,8.824826418111721,12.899999618530273,12.128571374075753,42,1,0,0,0,118,10,70,637,132,44451,34,131,98,0,66,6060,44,3288,40,28,408,479,449,154,18,0,666,120145,942,2,-1546802.0923935515,3045143.9415031127,1.54,153.89,1217.84,1339.37,Okanogan Highland
75,5945,Hughes,2011-07-09T00:00:00Z,2011,CRB,IS,5,170102150103,015-06-IS,015,06,R1,Panhandle,Priest Lake,ID,48.865993,-117.005263,Reference,Flow (whole reach),70.55412,NA,90,10.23,213.3,0.206,1.196,1.3859999775886536,23.44116268166901,79.13736418497378,15.16,14.15,0.009,14.93,30,95.24,35.71,93,54.76,215.66,52.467,21,11,1,50,6,2,5,8,0.660748,48,42,2011-07-15T00:00:00Z,2011-08-31T00:00:00Z,8.427864607423544,12.300000190734863,11.585714203970772,42,0,0,0,0,118,10,70,637,132,44451,34,131,98,0,66,6060,44,3288,40,28,408,479,449,154,18,0,666,120145,942,2,-1546802.0923935515,3045143.9415031127,1.54,153.89,1217.84,1339.37,Okanogan Highland
75,6520,Hughes,2012-07-21T00:00:00Z,2012,CRB,IS,5,170102150103,015-06-IS,015,06,R1,Panhandle,Priest Lake,ID,48.865993,-117.005263,Reference,Flow (whole reach),90.25779,NA,120,10.76,215.2,0.218,1.129,0.9819999814033509,23.234200743494426,86.05947846816818,13.99,16.5,0.012,2.4,6.8,88.1,52.38,93,56.41,278.81,63.599,19,8,1,47,8,4,1,8,1.027831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,10,70,637,132,44451,34,131,98,0,66,6060,44,3288,40,28,408,479,449,154,18,0,666,120145,942,2,-1546802.0923935515,3045143.9415031127,1.54,153.89,1217.84,1339.37,Okanogan Highland
75,8424,Hughes,2015-07-18T00:00:00Z,2015,CRB,IS,5,170102150103,015-06-IS,015,06,R1,Panhandle,Priest Lake,ID,48.865993,-117.005263,Reference,Flow (whole reach),69.12474,NA,120,8.22,218.3,0.174,1.231,0.9460000038146973,22.904260192395785,70.2702709692528,14.17,43.22,0.018,38.93,42,92.86,69.05,94,43.59,210.72,41.182,15,8,1,47,6,2,3,7,0.807581,48,42,2015-07-15T00:00:00Z,2015-08-31T00:00:00Z,9.369965238703621,12,11.38571412222726,42,0,0,0,0,118,10,70,637,132,44451,34,131,98,0,66,6060,44,3288,40,28,408,479,449,154,18,0,666,120145,942,2,-1546802.0923935515,3045143.9415031127,1.54,153.89,1217.84,1339.37,Okanogan Highland
75,11104,Hughes,2020-09-02T00:00:00Z,2020,CRB,IS,5,170102150103,015-06-IS,015,06,R1,Panhandle,Priest Lake,ID,48.865993,-117.005263,Reference,Flow (whole reach),NA,NA,130,19.25,185.4,0.351,1.083,2.5,10.787486515641854,83.98058087823202,26.15,27.81,0.002,NA,NA,100,80.56,136,13.89,75.51,14.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Okanogan Highland
76,95,Lamb,2002-06-07T00:00:00Z,2002,CRB,IKS,5,170102150308,015-09-IKS,015,09,R1,Panhandle,Priest Lake,ID,48.531112,-116.980373,Managed,NA,NA,NA,20,6.61,121,0.769,1.12,0.38999997824430466,33.057851239669425,37.933883982256425,16.38,20.71,0.004,NA,NA,92.5,52.5,97,46.15,347.11,16.892,22,17,6,70,9,2,6,8,0.716,48,42,2002-07-15T00:00:00Z,2002-08-31T00:00:00Z,12.989539941151937,17.899999618530273,17.30285726274763,42,42,12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,97,Lamb,2001-08-14T00:00:00Z,2001,CRB,IKS,5,170102150308,015-09-IKS,015,09,R1,Panhandle,Priest Lake,ID,48.531112,-116.980373,Managed,NA,NA,NA,20,6.22,122.4,0.694,1.078,0.28833332161108655,49.01960784313725,71.16013064103967,13.82,NA,0.004,NA,NA,100,92.5,116,30,245.1,12.756,20,14,8,72,5,5,6,8,0.644,48,42,2001-07-15T00:00:00Z,2001-08-31T00:00:00Z,12.68625872499413,16.3799991607666,15.72714260646275,42,42,14,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,98,Lamb,2004-06-29T00:00:00Z,2004,CRB,IKS,5,170102150308,015-09-IKS,015,09,R1,Panhandle,Priest Lake,ID,48.531112,-116.980373,Managed,NA,21.2872197278491,NA,20,5.76,193.8,0.495,1.148,0.3914285557610648,36.11971104231166,76.36738906088752,NA,NA,0.002,43.3,62.08,100,82.98,91,48.94,201.24,13.296,21,15,7,75,8,6,5,12,0.787,48,42,2004-07-15T00:00:00Z,2004-08-31T00:00:00Z,13.778732645842764,17,16.242857115609304,42,42,28,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,99,Lamb,2003-06-21T00:00:00Z,2003,CRB,IKS,5,170102150308,015-09-IKS,015,09,R1,Panhandle,Priest Lake,ID,48.531112,-116.980373,Managed,NA,NA,NA,30,5.86,177.5,0.541,1.27,0.3657142775399344,39.43661971830986,71.32394307096239,15.21,28.36,0.004,18.87,31,97.73,61.36,97,42.86,NA,NA,28,26,10,70,13,8,9,15,0.787,48,42,2003-07-15T00:00:00Z,2003-08-31T00:00:00Z,13.438281255463759,17.600000381469727,17.028571265084402,42,42,26,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,1783,Lamb,2005-06-17T00:00:00Z,2005,CRB,IKS,5,170102150308,015-09-IKS,015,09,R1,Panhandle,Priest Lake,ID,48.531112,-116.980373,Managed,NA,9.101137,NA,20,7.05,196,0.531,1.194,0.4049999912579854,30.612244897959183,47.244898153811086,13.49,22.56,0.002,82.02,91.26,96,84,91,52,168.37,13.096,26,14,9,73,6,4,6,8,0.644,48,42,2005-07-15T00:00:00Z,2005-08-31T00:00:00Z,12.810677079690826,15.199999809265137,14.957142966134208,42,41,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,2133,Lamb,2006-06-30T00:00:00Z,2006,CRB,IKS,5,170102150308,015-09-IKS,015,09,R1,Panhandle,Priest Lake,ID,48.531112,-116.980373,Managed,Flow (whole reach),13.48454,NA,20,5.84,190.6,0.472,1.19,0.4599999984105428,47.2193074501574,77.54459636283947,16.08,37.98,0.002,94.89,94.89,100,97.92,102,27.66,125.92,10.238,25,18,9,73,8,4,6,11,0.716,48,42,2006-07-15T00:00:00Z,2006-08-31T00:00:00Z,12.971354140175713,17.600000381469727,17.000000272478378,42,42,12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,4012,Lamb,2007-08-24T00:00:00Z,2007,CRB,IKS,5,170102150308,015-09-IKS,015,09,R1,Panhandle,Priest Lake,ID,48.531112,-116.980373,Managed,Flow (whole reach),6.739488,NA,30,5.92,186,0.554,1.217,0.3371428613151823,37.634408602150536,48.60215110163535,13.7,33.83,0.002,62.41,72.67,97.92,79.17,87,52.08,139.78,10.866,23,15,10,72,3,8,4,9,0.787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,4085,Lamb,2008-06-27T00:00:00Z,2008,CRB,IKS,5,170102150308,015-09-IKS,015,09,R1,Panhandle,Priest Lake,ID,48.531112,-116.980373,Managed,Flow (whole reach),18.61323,NA,20,6.14,190.6,0.509,1.246,0.40222221116224927,47.2193074501574,66.31689444418845,14.14,24.25,0.004,70.05,72.45,95.83,60.42,88,52.08,257.08,26.366,22,18,7,72,9,7,7,18,0.716,48,42,2008-07-15T00:00:00Z,2008-08-31T00:00:00Z,11.68142359289858,14.800000190734863,14.214285578046526,42,36,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,4796,Lamb,2009-06-28T00:00:00Z,2009,CRB,IKS,5,170102150308,015-09-IKS,015,09,R1,Panhandle,Priest Lake,ID,48.531112,-116.980373,Managed,Flow (whole reach),18.04156,NA,20,5.29,177,0.531,1.185,0.34181818095120514,62.14689265536723,70.33898332024698,11.67,21.31,0.002,51.76,76.28,100,93.18,81,55.81,192.09,10.563,24,14,7,78,5,5,4,12,0.787,48,42,2009-07-15T00:00:00Z,2009-08-31T00:00:00Z,13.010329896377193,16.299999237060547,15.814285550798688,42,42,12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,5339,Lamb,2010-06-23T00:00:00Z,2010,CRB,IKS,5,170102150308,015-09-IKS,015,09,R1,Panhandle,Priest Lake,ID,48.531112,-116.980373,Managed,Flow (whole reach),4.832667,NA,20,6.06,167.2,0.574,1.172,0.3499999903142452,47.84688995215311,47.787079970802424,11.82,13.13,0.002,78.87,87.96,97.62,71.43,97,61.9,203.35,17.289,24,9,4,81,5,1,3,6,0.572623,48,42,2010-07-15T00:00:00Z,2010-08-31T00:00:00Z,12.588454894721508,15.399999618530273,14.45714269365583,42,32,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,5946,Lamb,2011-07-08T00:00:00Z,2011,CRB,IKS,5,170102150308,015-09-IKS,015,09,R1,Panhandle,Priest Lake,ID,48.531112,-116.980373,Managed,Flow (whole reach),9.067977,NA,20,7.13,186.3,0.548,1.163,0.3900000136345625,42.941492216854535,50.026839354059994,15.11,21.89,0.002,76.28,82.49,100,47.83,101,36.96,391.84,31.111,17,5,3,91,1,1,3,3,0.501045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,6521,Lamb,2012-06-23T00:00:00Z,2012,CRB,IKS,5,170102150308,015-09-IKS,015,09,R1,Panhandle,Priest Lake,ID,48.531112,-116.980373,Managed,Flow (whole reach),24.77173,NA,20,8.05,179,0.62,1.153,0.5924999937415123,22.3463687150838,61.284916094561524,12.78,13.51,0.002,38.61,47.09,100,93.18,105,38.64,262.57,23.757,34,16,5,68,9,4,5,12,1.073669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,8425,Lamb,2015-06-13T00:00:00Z,2015,CRB,IKS,5,170102150308,015-09-IKS,015,09,R1,Panhandle,Priest Lake,ID,48.531112,-116.980373,Managed,Flow (whole reach),15.44549,NA,30,6.4,187.7,0.597,1.119,0.34416666999459267,63.931806073521585,84.23015445105625,12.3,26.57,0.002,83.47,92.25,100,95.65,93,47.83,548.75,21.966,27,11,6,75,4,4,4,9,0.572624,48,42,2015-07-15T00:00:00Z,2015-08-31T00:00:00Z,12.337847244408396,16.100000381469727,15.02857153756278,42,39,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,101,Smith,2001-08-16T00:00:00Z,2001,CRB,I,1,170101040501,016-06-I,016,06,R1,Panhandle,Bonners Ferry,ID,48.887263,-116.702745,Managed,NA,NA,NA,10,10.96,288.7,0.481,1.408,0.9199999809265137,17.319016279875303,82.23068982538237,42.08,172.22,0.066,NA,NA,47.62,28.57,104,31.58,502.25,157.553,27,21,7,56,11,13,9,17,0.948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,2135,Smith,2006-08-24T00:00:00Z,2006,CRB,I,1,170101040501,016-06-I,016,06,R1,Panhandle,Bonners Ferry,ID,48.887263,-116.702745,Managed,Flow (whole reach),67.76192,Yes,10,16.1,305.9,0.392,1.381,0.849999976158142,16.345210853220006,78.32624928629372,27.09,233.61,0.05,21.73,34.27,86.36,72.73,96,42.11,774.76,174.868,29,18,7,59,8,11,8,13,0.948,48,42,2006-07-15T00:00:00Z,2006-08-31T00:00:00Z,11.953906262086498,18.600000381469727,18.042857306344168,42,42,15,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,5948,Smith,2011-08-19T00:00:00Z,2011,CRB,I,1,170101040501,016-06-I,016,06,R1,Panhandle,Bonners Ferry,ID,48.887263,-116.702745,Managed,Flow (whole reach),80.09398,Yes,10,15.59,298.4,0.432,NA,0.822000014781952,16.75603217158177,70.87801608579089,26.62,37.05,0.06,4.16,10.9,97.62,54.76,73,63.33,656.84,208.4,22,13,2,52,9,3,2,10,1.020631,48,42,2011-07-15T00:00:00Z,2011-08-31T00:00:00Z,9.980208364625772,14.300000190734863,13.814285687037877,42,28,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,9022,Smith,2016-08-10T00:00:00Z,2016,CRB,I,1,170101040501,016-06-I,016,06,R1,Panhandle,Bonners Ferry,ID,48.887263,-116.702745,Managed,Flow (whole reach),65.64151,Yes,10,16.55,305.9,0.373,1.428,0.7066666781902313,19.61425302386401,76.23406288942584,22.69,42.31,0.045,12.22,16.89,92.86,47.62,101,51.52,657.08,183.746,29,13,3,51,10,5,4,12,1.06,48,42,2016-07-15T00:00:00Z,2016-08-31T00:00:00Z,10.972916674282816,15,13.928571428571429,42,26,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,102,Myrtle,2001-08-18T00:00:00Z,2001,CRB,I,1,170101040701,016-07-I,016,07,R1,Panhandle,Bonners Ferry,ID,48.726827,-116.598173,Managed,NA,NA,NA,10,9.13,172.9,0.515,1.087,0.25499999647339183,34.70213996529785,64.777328486798325,34.23,947.77,0.024,NA,NA,84.09,63.64,82,57.58,844.42,158.229,27,21,5,56,9,13,7,14,0.999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
