Huc 4th Name,Huc 5th Name,Huc 6th Code,Huc 6th Name,Total HUC Area   ,FS HUC Area,Total Perennial Stream Length,Total ECA Area,Perennial Stream Length Under Non-shading Covertypes,0 - 2% Gradient Perennial Stream Length,0 - 2% Gradient Perennial Stream Length w/in Active Allotment,Perennial Stream Length w/in 300' of Roads,Total Road Length,Number of Barriers on 2nd Order Streams,Number of Barriers on 3rd+ Order Streams,Portion of HUC over External FS Boundary ,Portion of Watershed in ECA,Portion of Perennial Streams under Non-shading Covertype,Portion of Total 0 - 2% Gradient Perennial Stream Length w/in Active Allotment,Portion of Total Perennial Stream Length w/in 300' of Roads,Road Density,Number of Barriers on 2nd Order Streams,Number of Barriers on 3rd+ Order Streams,Portion of Watershed in ECA,Portion of Perennial Streams under Non-shading Covertype,Portion of Total 0 - 2% Gradient Perennial Stream Length w/in Active Allotment,Portion of Total Perennial Stream Length w/in 300' of Roads,Road Density Rating,Barriers by Stream Order  Rating,RCA,Drainage Network,Road Density / Location,Barriers,Large Woody Debris,Sediment,Embeddedness,Temperature,Off-channel Habitat,Floodplain Connectivity,Streambank Stability,Width-Depth Ratio,Peak/Base Flows,Pool Frequency/Quality,Large Pools,INTEGRATED 6th Level HUC Rating
Upper Clark Fork,Town of Deerlodge-Clark Fork,170102010704,Peterson Creek,19935.17773,5982.251953,8.109865189,191.4130176,4.349403381,0,0,2.981931925,32.88088989,0,0,30.00852079,3.199681643,53.6310195,0,36.76919228,3.517700307,0,0,FA,FUR,FA,FUR,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Upper Clark Fork,Gold Creek- Clark Fork ,170102010805,Pikes Peak Creek,10189.70605,5882.265625,5.722114086,67.24730018,2.06487298,0,0,2.667458534,15.22954369,0,0,57.72753008,1.143221073,36.08584081,0,46.61666115,1.65699895,0,0,FA,FUR,FA,FUR,FAR,FA,FUR,FAR,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FUR,FUR,FAR,FUR,FUR,FUR
Upper Clark Fork,Town of Deerlodge-Clark Fork,170102010703,Powell Creek-Clark Fork,25012.86133,1315.640381,0.188809007,4.407582283,0.05613124,0,0,0,1.149143815,0,0,5.259855574,0.335014214,29.72911139,0,0,0.559006893,0,0,FA,FUR,FA,FA,FA,FA,FAR,FA,FA ,FA,FUR,FA,FA,FA,FUR,FA,FA,FA,FA,FAR,FAR,FA
Upper Clark Fork,Warm Springs Creek-Clark Fork ,170102010406,Racetrack Creek,32971.98438,25688.71875,28.6474247,394.026717,10.74023438,5.978165627,0.961802602,10.91279602,39.07538986,0,0,77.91074524,1.533851185,37.49109909,16.08859075,38.09346262,0.97351097,0,0,FA,FUR,FAR,FUR,FA,FA,FUR,FA,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FAR,FAR,FA,FUR,FUR,FUR
Upper Clark Fork,Gold Creek- Clark Fork ,170102010801,Rock Creek,27836.72656,19444.43164,17.97395706,109.3792126,2.551404715,0.959449291,0,3.965005875,17.1914959,0,0,69.85171765,0.562522035,14.1950084,0,22.05972709,0.565846181,0,0,FA,FAR,FA,FUR,FA,FA,FAR,FA,FUR,FA,FUR,FAR,FAR,FA,FUR,FUR,FA,FA,FA,FAR,FAR,FAR
Flint-Rock,Middle Flint Creek,170102020204,Sawmill Creek-Flint Creek,15788.21777,4738.29834,3.7640028,117.6720874,1.768996716,0,0,1.175565481,27.47080231,0,0,30.01160998,2.483425039,46.99775239,0,31.23179082,3.710469923,0,0,FA,FUR,FA,FUR,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Upper Clark Fork,Browns Gulch,170102010102,Sheep Gulch-Browns Gulch,16276.40137,8059.763184,3.515314579,130.4612479,2.938485622,0,0,2.443530321,28.20916939,0,0,49.51809064,1.618673464,83.5909719,0,69.51100011,2.239999861,0,0,FA,FUR,FA,FUR,FAR,FA,FUR,FAR,FUR,FA,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FAR,FUR,FUR,FUR
Flint-Rock,Upper Flint Creek ,170102020101,Silver Lake,19738.05078,17140.43359,8.767272949,301.6709133,1.048611641,0.040139217,0,3.862346411,71.83665466,4,0,86.83954551,1.759995812,11.96052236,0,44.05413671,2.682280979,4,0,FA,FAR,FA,FUR,FUR,FAR,FAR,FUR,FUR,FAR,FUR,FUR,FUR,FA,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Flint-Rock,Upper Rock Creek,170102021202,Sluice Gulch-Rock Creek,22941.38281,4213.027344,0,64.036346,0,0,0,0,15.67672443,0,0,18.36431299,1.51996037,0,0,0,2.381447547,0,0,FA,FA,FA,FA,FAR,FA,FA,FAR,FA,FA,FA,FAR,FAR,UNK,FA,FAR,FAR,FAR,FAR,FA,FA,FUR
Flint-Rock,Lower Flint Creek,170102020501,Smart Creek,15643.21973,10517.57129,10.27441311,345.0995716,5.593033791,0,0,7.633181572,63.09006119,0,0,67.23405713,3.28117169,54.43652821,0,74.29311524,3.839064937,0,0,FA,FUR,FA,FUR,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Flint-Rock,Boulder Creek,170102020302,South Boulder Creek,13245.76367,12909.7793,14.62578201,284.853228,3.537275076,0.227095127,0.227095127,8.387536049,50.17588043,1,0,97.46345791,2.206491849,24.18520304,100,57.34760742,2.487460299,1,0,FA,FAR,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FA,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Flint-Rock,Upper Rock Creek,170102021204,Stony Creek,18619.67383,18361.78711,15.82198334,1506.550776,1.0066998,0.114939734,0.114939734,3.843390465,17.61009216,0,0,98.61497724,8.204815615,6.362665024,100,24.29145817,0.613799676,0,0,FA,FA,FUR,FUR,FA,FA,FUR,FA,FUR,FA,FAR,FUR,FUR,FA,FUR,FUR,FAR,FAR,FA,FAR,FAR,FUR
Upper Clark Fork,Town of Deerlodge-Clark Fork,170102010705,Tin Cup Joe Creek,14711.09766,6277.751465,7.460289955,11.50410557,0.23471716,0.23471725,0,0,2.977144957,0,0,42.67357617,0.183252007,3.14622034,0,0,0.303511979,0,0,FA,FA,FA,FA,FA,FA,FA,FA,FA ,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA
Upper Clark Fork,Warm Springs Creek,170102010305,Town of Anaconda-Warm Springs Creek,12448.50195,30.03689766,0,0,0,0,0,0,0,0,0,0.241289255,0,0,0,0,0,0,0,FA,FA,FA,FA,FA,FA,FA,FA,FA ,FA,FA,FA,FA,UNK,FA,FA,FA,FA,FA,FA,FA,FUR
Upper Clark Fork,Town of Deerlodge-Clark Fork,170102010707,Town of Deer Lodge-Clark Fork ,43167.07813,1070.932617,0.16530174,64.36549001,0,0,0,0.078272671,6.527144432,0,0,2.480901334,6.010227813,0,0,47.35138965,3.900686533,0,0,FA,FA,FA,FUR,FUR,FA,FAR,FUR,FUR,FA,FAR,FUR,FUR,FA,FAR,FUR,FUR,FUR,FUR,FAR,FAR,FUR
Flint-Rock,Middle Flint Creek,170102020202,Town of Philipsburg-Flint Creek,24190.57227,2222.216309,0.310000181,23.63301086,0,0,0,0,6.151947975,0,0,9.186290776,1.063488319,0,0,0,1.771765731,0,0,FA,FA,FA,FA,FAR,FA,FA,FAR,FA,FA,FA,FAR,FAR,FA,FA,FAR,FAR,FAR,FAR,FA,FA,FAR
Upper Clark Fork,Warm Springs Creek,170102010304,Town of West Valley-Warm Springs Creek,37553.46875,19408.19531,5.523201466,375.7292092,0.462224096,0.662213564,0,2.035635948,97.03953552,0,0,51.68149829,1.935930689,8.368771243,0,36.85608719,3.199952481,0,0,FA,FA,FA,FUR,FUR,FA,FAR,FUR,FUR,FA,FAR,FUR,FUR,FA,FAR,FUR,FUR,FUR,FUR,FAR,FAR,FUR
Upper Clark Fork,Warm Springs Creek,170102010301,Twin Lakes Creek,13130.15137,12841.50098,17.77354622,156.9994395,0.411766589,0.396567434,0,5.200715542,40.44616318,0,0,97.80162176,1.222594148,2.316738505,0,29.26098977,2.015772492,0,0,FA,FA,FA,FUR,FAR,FA,FAR,FAR,FUR,FA,FAR,FUR,FUR,FA,FAR,FUR,FAR,FAR,FAR,FAR,FAR,FUR
Flint-Rock,Boulder Creek,170102020301,Upper Boulder Creek,16314.86816,15654.91113,23.01626396,112.9420386,1.452850938,1.340716958,0,5.412228584,28.63805008,0,0,95.95487366,0.72144797,6.312279615,0,23.51480064,1.170773306,0,0,FA,FA,FA,FUR,FAR,FA,FAR,FAR,FUR,FA,FAR,FUR,FUR,FA,FAR,FUR,FAR,FAR,FAR,FAR,FAR,FUR
Upper Clark Fork,Warm Springs Creek-Clark Fork ,170102010402,Upper Lost Creek,16993.2168,9893.885742,3.64478755,28.24112892,0.165381327,0.092888206,0,0.256618619,7.276531219,0,0,58.22255938,0.285440217,4.537475085,0,7.0407017,0.470692719,0,0,FA,FA,FA,FAR,FA,FA,FAR,FA,FAR,FA,FA,FA,FA,FA,FAR,FAR,FA,FA,FA,FA,FA,FA
Flint-Rock,Middle Fork Rock Creek,170102020802,Upper Middle Fork Rock Creek,14065.0957,14003.28516,17.07134438,6041.857926,5.759272575,2.654470205,1.759181142,1.249918699,5.306468964,0,0,99.5605395,43.14600365,33.73649109,66.27240112,7.321735601,0.242524529,0,0,FUR,FUR,FUR,FAR,FA,FA,FUR,FA,FAR,FA,FUR,FUR,FUR,FA,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Flint-Rock,Ross Fork-Rock Creek,170102020901,Upper Ross Fork ,15458.75781,15399.98145,24.67980385,964.5596747,5.320159435,6.070193291,2.709780455,0.916073143,4.125695229,0,0,99.61978601,6.263382056,21.55673306,44.6407606,3.711833159,0.171457671,0,0,FA,FAR,FUR,FA,FA,FA,FUR,FA,FA ,FA,FAR,FAR,FAR,FA,FUR,FAR,FAR,FAR,FA,FAR,FAR,FAR
Flint-Rock,Lower Willow Creek,170102020401,Upper South Fork Lower Middle Creek,15030.91602,12703.94922,19.77630997,340.8928006,4.374814034,0,0,5.704013348,47.02497101,0,0,84.51879581,2.683360857,22.12148799,0,28.84265749,2.369025641,0,0,FA,FAR,FA,FUR,FAR,FA,FAR,FAR,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FAR,FAR,FAR,FUR,FUR,FUR
Flint-Rock,Upper Willow Creek,170102021102,Upper Upper Willow Creek,17602.92188,12820.67676,2.673107624,1318.557281,0.594468057,0.400048375,0,0.247902125,19.24015808,0,0,72.83266294,10.28461528,22.23883736,0,9.273929818,0.96045641,0,0,FA,FAR,FA,FAR,FA,FA,FAR,FA,FAR,FA,FAR,FA,FA,FA,FAR,FAR,FA,FA,FA,FAR,FAR,FA
Flint-Rock,West Fork Rock Creek,170102021002,Upper West Fork Rock Creek,11837.19727,11837.19727,18.92162132,424.7805204,6.159341335,9.484810829,9.484810829,4.813821793,15.28819656,0,0,100,3.588522779,32.55186874,100,25.44085262,0.82658467,0,0,FA,FUR,FUR,FUR,FA,FA,FUR,FA,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FAR,FAR,FA,FUR,FUR,FUR
Upper Clark Fork,Warm Springs Creek-Clark Fork ,170102010401,Warm Springs,36375.25391,3988.338135,5.519769669,100.9855404,1.300345302,0,0,2.066550493,17.52891922,0,0,10.96442693,2.53202053,23.5579631,0,37.43907114,2.81282778,0,0,FA,FAR,FA,FUR,FUR,FA,FAR,FUR,FUR,FA,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Flint-Rock,Upper Rock Creek,170102021205,Williams Gulch-Rock Creek,18166.69141,4483.114258,1.86213541,613.5818121,1.481372237,0.014000124,0,0,2.145225286,0,0,24.67765955,13.68650846,79.55233701,0,0,0.306247868,0,0,FA,FUR,FA,FA,FA,FA,FAR,FA,FA ,FA,FUR,FA,FA,FA,FUR,FA,FA,FA,FA,FAR,FAR,FA
Upper Clark Fork,Gold Creek- Clark Fork ,170102010802,Willow Creek,9571.816406,3870.336426,2.64618206,86.56999632,2.472233772,0.321155101,0.321155101,0.637869537,17.65495682,0,0,40.4347123,2.236756364,93.42644293,100,24.10527781,2.91942899,0,0,FA,FUR,FUR,FUR,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Bitterroot,Eightmile Creek-Bitterroot River,170102051502,Ambrose Creek,13265.88574,2608.077148,4.622336388,388.2572599,2.171634912,0,0,3.108001232,29.01575661,0,0,19.66003024,14.8867245,46.98132568,0,67.23875053,7.120220443,0,0,FA,FUR,FA,FUR,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Bitterroot,Eightmile Creek-Bitterroot River,170102051501,Bass Creek,9261.674805,8840.510742,8.352856636,82.47824304,8.20472908,0.936638534,0,0.381000161,5.958974838,0,0,95.45261444,0.932957896,98.22662399,0,4.5613157,0.431394068,0,0,FA,FUR,FA,FA,FA,FA,FAR,FA,FA ,FA,FUR,FA,FA,FAR,FUR,FA,FA,FA,FA,FAR,FAR,FAR
Bitterroot,Birch Creek-Bitterroot River,170102051103,Bear Creek,17883.58203,16950.42969,22.61045456,63.87447837,14.15196228,1.048700333,0,0.081281364,6.328953266,0,0,94.78207251,0.376831028,62.59034839,0,0.359485758,0.238963269,0,0,FA,FUR,FA,FA,FA,FA,FAR,FA,FA ,FA,FUR,FA,FA,FAR,FUR,FA,FA,FA,FA,FAR,FAR,FAR
Bitterroot,Upper East Fork Bitterroot River,170102050405,Bertie Lord Creek-East Fork Bitterroot River,10985.16504,10350.62695,12.49446964,470.5509456,7.541552544,2.111788034,0,3.642003298,81.9713974,0,0,94.22368181,4.546110567,60.35912495,0,29.1489227,5.068455715,0,0,FA,FUR,FA,FUR,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Bitterroot,Big Creek-Bitterroot River,170102051201,Big Creek,22494.0918,21745.86133,28.05291176,192.4608887,12.95820332,3.432612419,0,0.228763431,2.981957197,0,0,96.6736578,0.885046059,46.19200826,0,0.815471254,0.087761647,0,0,FA,FUR,FA,FA,FA,FA,FAR,FA,FA ,FA,FUR,FA,FA,FUR,FUR,FA,FA,FA,FA,FAR,FAR,FUR
Bitterroot,Birch Creek-Bitterroot River,170102051105,Birch Creek-Bitterroot River,39445.12109,1386.73938,0,90.84192712,0,0,0,0,9.041280746,0,0,3.515616992,6.550757009,0,0,0,4.172680002,0,0,FA,FA,FA,FA,FUR,FA,FA,FUR,FAR,FA,FA,FUR,FUR,FA,FA,FUR,FUR,FUR,FUR,FAR,FAR,FUR
Bitterroot,Willow Creek-Bitterroot River,170102051007,Bitterroot River-Woodside,33018.55469,1546.802856,0.479108632,114.4718119,0,0,0,0,0.741664827,0,0,4.684647378,7.400543087,0,0,0,0.306868769,0,0,FA,FA,FA,FA,FA,FA,FA,FA,FA ,FA,FA,FA,FA,FAR,FA,FA,FA,FA,FA,FA,FA,FAR
Bitterroot,Willow Creek-Bitterroot River,170102051005,Blodgett Creek,18165.24219,16657.5625,19.84818459,82.65540767,12.99159145,4.66693306,0,0.325336277,0.377181768,0,0,91.70019496,0.496203497,65.45480972,0,1.639123599,0.014491696,0,0,FA,FUR,FA,FA,FA,FA,FAR,FA,FA ,FA,FUR,FA,FA,FAR,FUR,FA,FA,FA,FA,FAR,FAR,FAR
Bitterroot,Lower West Fork Bitterroot River,170102050302,Boulder Creek,13560.16504,13478.57617,17.1639595,25.86741349,9.517719269,0.875166655,0,0.228042468,1.555440307,0,0,99.39831951,0.19191503,55.45176955,0,1.328612249,0.073856599,0,0,FA,FUR,FA,FA,FA,FA,FAR,FA,FA ,FA,FUR,FA,FA,FAR,FUR,FA,FA,FA,FA,FAR,FAR,FAR
Bitterroot,Lower East Fork Bitterroot River,170102050504,Cameron Creek,31428.68164,12928.68262,9.901126862,1327.614651,6.335023403,0.343205959,0,4.485405922,126.3030319,0,0,41.13657316,10.26875429,63.98285258,0,45.30197405,6.252295212,0,0,FA,FUR,FA,FUR,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Bitterroot,Lower East Fork Bitterroot River,170102050502,Camp Creek,22755,18157.51953,15.37717533,1130.670862,0.706377149,0.193274051,0,5.661395073,105.6113052,1,0,79.79573514,6.227011678,4.593672982,0,36.81687274,3.72249278,1,0,FA,FA,FA,FUR,FUR,FAR,FAR,FUR,FUR,FAR,FAR,FUR,FUR,FA,FAR,FUR,FUR,FUR,FUR,FAR,FAR,FUR
Bitterroot,Willow Creek-Bitterroot River,170102051003,Canyon Creek-Bitterroot River,9969.053711,4593.212891,5.744272709,28.82494403,4.911104679,0.368709266,0,0.221715406,0.506439865,0,0,46.07471305,0.62755515,85.49567418,0,3.859764618,0.070565315,0,0,FA,FUR,FA,FA,FA,FA,FAR,FA,FA ,FA,FUR,FA,FA,FAR,FUR,FA,FA,FA,FA,FAR,FAR,FAR
Bitterroot,Rye Creek-Bitterroot River,170102050803,Chaffin Creek-Bitterroot River,12936.6377,9502.693359,11.39479733,248.4451815,8.796180725,0.774286985,0,2.760687828,39.39481354,0,0,73.45566586,2.614471204,77.19470978,0,24.22761677,2.653214169,0,0,FA,FUR,FA,FUR,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Bitterroot,Upper East Fork Bitterroot River,170102050403,Clifford Creek-East Fork Bitterroot River,37117.62891,37064.02734,49.38312912,8633.505008,12.1167345,6.465008736,0.031907484,0.912471712,9.712920189,0,0,99.85559001,23.29348866,24.53618213,0.493541235,1.84773976,0.167717039,0,0,FA,FAR,FA,FA,FA,FA,FA,FA,FA ,FA,FAR,FA,FA,FA,FAR,FA,FA,FA,FA,FAR,FAR,FA
Bitterroot,Skalkaho Creek,170102050901,Daly Creek,23948.30273,23949.26953,24.91374779,2679.314699,0,0.19472973,0,7.640489578,65.61539459,0,0,100.004037,11.18745895,0,0,30.66776482,1.753450245,0,0,FA,FA,FA,FUR,FAR,FA,FAR,FAR,FUR,FA,FAR,FUR,FUR,FA,FAR,FUR,FAR,FAR,FAR,FAR,FAR,FUR
Bitterroot,Upper West Fork Bitterroot River,170102050101,Deer Creek,14528.01465,14527.75781,21.27931404,147.7110217,2.994100571,0,0,0.391898155,7.29816246,0,0,99.99823213,1.016750304,14.07047504,0,1.841686036,0.321510314,0,0,FA,FAR,FA,FA,FA,FA,FA,FA,FA ,FA,FAR,FA,FA,FA,FAR,FA,FA,FA,FA,FAR,FAR,FA
Bitterroot,Sleeping Child Creek,170102050701,Divide Creek,11412.91016,11412.71973,14.23787498,716.3256943,2.686581612,0,0,0.897206306,12.58234692,0,0,99.99833145,6.276555558,18.86925974,0,6.301546456,0.705590098,0,0,FA,FAR,FA,FAR,FA,FA,FAR,FA,FAR,FA,FAR,FA,FA,FA,FAR,FAR,FA,FA,FA,FAR,FAR,FA
Bitterroot,Eightmile Creek-Bitterroot River,170102051505,Eightmile Creek,17698.91602,1258.828125,0.09640561,160.9996342,0,0,0,0,1.049265862,0,0,7.112458887,12.78964388,0,0,0,0.533456584,0,0,FA,FA,FA,FA,FA,FA,FA,FA,FA ,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA,FA
Bitterroot,Birch Creek-Bitterroot River,170102051102,Fred Burr Creek,15379.51855,11524.08887,9.645856857,107.2710139,9.494304657,0.407897681,0,2.062847137,4.911645412,0,0,74.93140196,0.930841606,98.42883631,0,21.38583609,0.272772373,0,0,FA,FUR,FA,FUR,FA,FA,FUR,FA,FUR,FA,FUR,FUR,FUR,FAR,FUR,FUR,FAR,FAR,FA,FUR,FUR,FUR
Bitterroot,Willow Creek-Bitterroot River,170102051004,Gird Creek,20733.33203,9853.037109,7.007780552,1169.812155,0.599008501,0,0,1.121299624,46.21245956,0,0,47.52269001,11.87260479,8.547763392,0,16.00078108,3.001711431,0,0,FA,FA,FA,FUR,FUR,FA,FAR,FUR,FUR,FA,FAR,FUR,FUR,FA,FAR,FUR,FUR,FUR,FUR,FAR,FAR,FUR
Bitterroot,Upper West Fork Bitterroot River,170102050103,Hughes Creek,38509.19141,37548.74609,51.44544983,1824.084015,5.963937759,5.178881645,0,6.542898178,75.59205627,0,1,97.50593228,4.857909263,11.59274101,0,12.71812804,1.288429603,0,1,FA,FAR,FA,FAR,FAR,FUR,FAR,FAR,FAR,FUR,FAR,FAR,FAR,FA,FAR,FAR,FAR,FAR,FAR,FAR,FAR,FUR
Bitterroot,Lower East Fork Bitterroot River,170102050503,Jennings Camp Creek-East Fork Bitterroot River,25418.44727,21961.05859,25.68956947,1142.905965,12.78585625,3.765390873,0,11.48989487,89.74182129,1,1,86.39811222,5.204238951,49.77061317,0,44.72591446,2.615300414,1,1,FA,FUR,FA,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Bitterroot,Burnt Fork Bitterroot River-Bitterroot River,170102051302,Kootenai Creek,20176.52734,19182.11914,24.11077499,860.0586872,12.24737549,1.056281567,0,0,2.129086018,0,0,95.07146009,4.483647927,50.79627466,0,0,0.071035689,0,0,FA,FUR,FA,FA,FA,FA,FAR,FA,FA ,FA,FUR,FA,FA,FAR,FUR,FA,FA,FA,FA,FAR,FAR,FAR
Bitterroot,Lower East Fork Bitterroot River,170102050506,Laird Creek-East Fork Bitterroot River,34194.94141,24463.79688,37.85888672,2341.067281,19.19428062,3.297441006,0.578095913,12.65042877,126.1513367,3,0,71.54215176,9.569517328,50.69953791,17.53165294,33.41468772,3.300258577,3,0,FA,FUR,FAR,FUR,FUR,FAR,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Bitterroot,Eightmile Creek-Bitterroot River,170102051506,Larry Creek-Bitterroot River,32353.61328,5747.994141,0.047520518,385.6553963,0,0.047520518,0,0,6.694604874,0,0,17.76615827,6.709390909,0,0,0,0.745398658,0,0,FA,FA,FA,FA,FA,FA,FA,FA,FA ,FA,FA,FA,FA,FAR,FA,FA,FA,FA,FA,FA,FA,FAR
Bitterroot,Rye Creek-Bitterroot River,170102050807,Lick Creek-Bitterroot River,34040.78125,16113.23926,27.73423767,531.4778969,14.65771103,0.868956804,0.542359352,4.85162878,45.09703445,0,0,47.33510415,3.298392635,52.85060005,62.41499571,17.49328335,1.791204213,0,0,FA,FUR,FUR,FUR,FAR,FA,FUR,FAR,FUR,FA,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FAR,FUR,FUR,FUR
Bitterroot,Sleeping Child Creek,170102050704,Little Sleeping Child Creek,9938.311523,8377.124023,6.987043381,708.4268947,6.798827648,0,0,0.792507112,41.07591629,0,0,84.29121993,8.456683854,97.30621778,0,11.34252457,3.138139814,0,0,FA,FUR,FA,FAR,FUR,FA,FAR,FUR,FUR,FA,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Bitterroot,Nez Pierce Fork,170102050203,Little West Fork,15568.54688,15372.43945,21.04280472,301.3387793,8.521120071,0.168050319,0,1.478739262,20.52897453,0,0,98.74036143,1.96025348,40.49422207,0,7.027291663,0.854681766,0,0,FA,FUR,FA,FAR,FA,FA,FAR,FA,FAR,FA,FUR,FA,FA,FAR,FUR,FAR,FA,FA,FA,FAR,FAR,FAR
Bitterroot,Lower West Fork Bitterroot River,170102050305,Lloyd Creek-West Fork Bitterroot River,22026.26172,17588.89844,33.62207413,615.8354802,10.63928413,4.447290421,0,11.30734921,74.22640991,0,1,79.85421522,3.501273729,31.64374718,0,33.6307307,2.700845793,0,1,FA,FUR,FA,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Bitterroot,Lost Horse Creek,170102050601,Lost Horse Creek,27807.72266,27797.55664,28.74717331,97.05284673,22.57834244,4.29899168,0,8.189523697,16.54221725,0,0,99.96344175,0.349141646,78.54108714,0,28.48810076,0.380861497,0,0,FA,FUR,FA,FUR,FA,FA,FUR,FA,FUR,FA,FUR,FUR,FUR,FAR,FUR,FUR,FAR,FAR,FA,FUR,FUR,FUR
Bitterroot,Upper West Fork Bitterroot River,170102050106,Lower Blue Joint Creek,12043.33398,12043.33398,24.904356,870.8713139,15.16604805,2.994356632,0,10.69930649,95.28608704,1,0,100,7.231148078,60.89717015,0,42.96158667,5.063639004,1,0,FA,FUR,FA,FUR,FUR,FAR,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Bitterroot,Burnt Fork Bitterroot River-Bitterroot River,170102051304,Lower Burnt Fork Bitterroot River,21159.03125,15153.25391,11.61825848,514.0899517,2.199238062,0.815693498,0.137571543,2.83963728,59.48410797,0,0,71.61600986,3.392604353,18.9291542,16.86559276,24.44116117,2.512320412,0,0,FA,FAR,FAR,FUR,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Bitterroot,Rye Creek-Bitterroot River,170102050802,Lower Rye Creek,22073.82813,11779.71387,13.47910023,1441.861847,13.22523975,0.137534022,0.125913963,6.841732025,102.1821289,0,0,53.36507017,12.24021112,98.11663635,91.5511381,50.75807665,5.551625722,0,0,FA,FUR,FUR,FUR,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Bitterroot,Sleeping Child Creek,170102050705,Lower Sleeping Child Creek,13175.85156,7639.650391,12.14023113,401.8536079,9.20028019,1.112187147,0,6.076059341,51.13822937,0,0,57.98221355,5.260104682,75.78340222,0,50.04895932,4.284026771,0,0,FA,FUR,FA,FUR,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Bitterroot,Upper East Fork Bitterroot River,170102050402,Martin Creek,20386.17578,20385.71484,32.35576248,336.8188281,8.995549202,1.076884151,0,6.582009792,75.25385284,0,0,99.99773897,1.652229665,27.80200036,0,20.34261995,2.362559576,0,0,FA,FUR,FA,FUR,FAR,FA,FUR,FAR,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FUR,FUR,FAR,FUR,FUR,FUR
Bitterroot,Burnt Fork Bitterroot River-Bitterroot River,170102051301,McCalla Creek,10955.7334,6066.644043,9.009850502,155.618977,3.238956213,0,0,1.415126324,29.37088966,0,0,55.37414815,2.565157538,35.94905612,0,15.70643512,3.098479036,0,0,FA,FUR,FA,FUR,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FUR,FAR,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
Bitterroot,Upper East Fork Bitterroot River,170102050404,Meadow Creek,20600.08789,20603.02344,27.989254,1709.576652,4.438242912,0.011972725,0,8.511075974,78.27629089,0,0,100.0142502,8.297697942,15.85695322,0,30.40837021,2.431527893,0,0,FA,FAR,FA,FUR,FUR,FA,FAR,FUR,FUR,FA,FUR,FUR,FUR,FA,FUR,FUR,FUR,FUR,FUR,FUR,FUR,FUR
